"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IL4XLUI3","journalArticle","2024","Deffner, Dominik; Fedorova, Natalia; Andrews, Jeffrey; McElreath, Richard","Bridging theory and data: A computational workflow for cultural evolution","Proceedings of the National Academy of Sciences","","","10.1073/pnas.2322887121","https://doi.org/10.1073/pnas.2322887121","Cultural evolution has made remarkable progress in both our theoretical and empirical understanding of how culture changes through time. However, a crucial challenge persists: closing the gap between theoretical models and real-world data. We propose a computational workflow that starts with theoretical models and directly guides data analysis, focusing on logically and transparently connecting theoretical implications with statistical procedures. Importantly, we also show how to step back from the basic outputs of data analysis to implications for both the studied population and theoretical model, highlighting avenues for the use of both ethnographic and experimental information. We argue these steps are not only necessary for principled research but contribute key insights to recent debates on scientific reform. Cultural evolution applies evolutionary concepts and tools to explain the change of culture over time. Despite advances in both theoretical and empirical methods, the connections between cultural evolutionary theory and evidence are often vague, limiting progress. Theoretical models influence empirical research but rarely guide data collection and analysis in logical and transparent ways. Theoretical models themselves are often too abstract to apply to specific empirical contexts and guide statistical inference. To help bridge this gap, we outline a quality-assurance computational workflow that starts from generative models of empirical phenomena and logically connects statistical estimates to both theory and real-world explanatory goals. We emphasize and demonstrate validation of the workflow using synthetic data. Using the interplay between conformity, migration, and cultural diversity as a case study, we present coded and repeatable examples of directed acyclic graphs, tailored agent-based simulations, a probabilistic transmission model for longitudinal data, and an approximate Bayesian computation model for cross-sectional data. We discuss the assumptions, opportunities, and pitfalls of different approaches to generative modeling and show how each can be used to improve data analysis depending on the structure of available data and the depth of theoretical understanding. Throughout, we highlight the significance of ethnography and of collecting basic cultural and demographic information about study populations and call for more emphasis on logical and theory-driven workflows as part of science reform.","2024-11-26","2025-03-02 13:36:26","2025-03-02 13:36:32","","e2322887121","","48","121","","","","","","","","","","","","","","","","","Publisher: Proceedings of the National Academy of Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EALCNSPG","journalArticle","2014","Acerbi, Alberto; Bentley, Alexander R","Biases in cultural transmission shape the turnover of popular traits","Evolution and Human Behavior","","1090-5138","https://doi.org/10.1016/j.evolhumbehav.2014.02.003","https://www.sciencedirect.com/science/article/pii/S1090513814000233","The neutral model of cultural evolution, which assumes that copying is unbiased, provides precise predictions regarding frequency distributions of traits and the turnover within a popularity-ranked list. Here we study turnover in ranked lists and identify where the turnover departs from neutral model predictions to detect transmission biases in three different domains: color terms usage in English language 20th century books, popularity of early (1880–1930) and recent (1960–2010) USA baby names, and musical preferences of users of the Web site Last.fm. To help characterize the type of transmission bias, we modify the neutral model to include a content-based bias and two context-based biases (conformity and anti-conformity). How these modified models match real data helps us to infer, from population scale observations, when cultural transmission is biased, and, to some extent, what kind of biases are operating at individual level.","2014","2025-04-02 15:33:22","2025-06-19 17:52:23","","228-236","","3","35","","","","","","","","","","","","","","","","","","","","","","Cultural evolution; Transmission biases; Neutral model; Baby names; Color terms; Musical preferences; Turnover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKEPZS3M","journalArticle","2004","Kohler, Timothy A; VanBuskirk, Stephanie; Ruscavage-Barz, Samantha","Vessels and villages: evidence for conformist transmission in early village aggregations on the Pajarito Plateau, New Mexico","Journal of Anthropological Archaeology","","0278-4165","https://doi.org/10.1016/j.jaa.2003.12.003","https://www.sciencedirect.com/science/article/pii/S0278416503000837","Since at least the early 1900s archaeologists have been debating why villages form in the pre-hispanic US Southwest. Less emphasis has been placed on the factors enabling differential persistence of villages, once formed; yet village life poses problems of social coordination. We find that data from a recently excavated Late Coalition period village on the Pajarito Plateau of New Mexico, Burnt Mesa Pueblo, exhibits less diversity in ceramic style than would be expected, if ceramic styles were “neutral,” using as a baseline the ceramic diversity that typifies local hamlets of the Early Coalition period. The evidence suggests that the local transmission processes affecting ceramic design were biased towards conformity (i.e., exhibit frequency-dependent bias). We take conformity in ceramic design to be one symptom of a developing social system that places great value on within-group cooperation, helping alleviate cooperative dilemmas in these early aggregates.","2004","2025-04-07 10:55:34","2025-04-07 10:55:39","","100-118","","1","23","","","","","","","","","","","","","","","","","","","","","","Archaeology; Cultural transmission; Conformity; Aggregation; Ceramics; Cooperation; Style; US southwest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFJHTUY7","journalArticle","2019","Vlachos, Christos; Burny, Claire; Pelizzola, Marta; Borges, Rui; Futschik, Andreas; Kofler, Robert; Schlötterer, Christian","Benchmarking software tools for detecting and quantifying selection in evolve and resequencing studies","Genome Biology","","1474-760X","10.1186/s13059-019-1770-8","https://doi.org/10.1186/s13059-019-1770-8","The combination of experimental evolution with whole-genome resequencing of pooled individuals, also called evolve and resequence (E&R) is a powerful approach to study the selection processes and to infer the architecture of adaptive variation. Given the large potential of this method, a range of software tools were developed to identify selected SNPs and to measure their selection coefficients.","2019","2025-05-20 16:39:46","2025-06-04 16:01:37","","169","","1","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NXA852G","journalArticle","2015","Porčić, Marko","Exploring the Effects of Assemblage Accumulation on Diversity and Innovation Rate Estimates in Neutral, Conformist, and Anti-Conformist Models of Cultural Transmission","Journal of Archaeological Method and Theory","","1573-7764","10.1007/s10816-014-9217-8","https://doi.org/10.1007/s10816-014-9217-8","Recent research has shown that accumulation and time averaging can affect the neutrality tests used in evolutionary archaeology. This study builds upon this line of research and explores the effects of assemblage accumulation and time averaging on diversity estimates and innovation rate estimates commonly used in evolutionary archaeology by simulating three kinds of transmission processes (neutral, conformist, and anti-conformist). Accumulation often results in equifinality, but in some cases, it is possible to identify the specific transmission process by looking at the patterns of covariation of diversity measures and the duration of an assemblage accumulation. The relevance of simulation results is illustrated by an archaeological example.","2015","2025-05-27 15:51:44","2025-06-04 16:01:37","","1071-1092","","4","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BSN2GR7","journalArticle","2008","Efferson, Charles; Lalive, Rafael; Richerson, Peter J; McElreath, Richard; Lubell, Mark","Conformists and mavericks: the empirics of frequency-dependent cultural transmission","Evolution and Human Behavior","","1090-5138","https://doi.org/10.1016/j.evolhumbehav.2007.08.003","https://www.sciencedirect.com/science/article/pii/S1090513807000876","Conformity is a type of social learning that has received considerable attention among social psychologists and human evolutionary ecologists, but existing empirical research does not identify conformity cleanly. Conformity is more than just a tendency to follow the majority; it involves an exaggerated tendency to follow the majority. The “exaggerated” part of this definition ensures that conformists do not show just any bias toward the majority, but a bias sufficiently strong to increase the size of the majority through time. This definition of conformity is compelling because it is the only form of frequency-dependent social influence that produces behaviorally homogeneous social groups. We conducted an experiment to see if players were conformists by separating individual and social learners. Players chose between two technologies repeatedly. Payoffs were random, but one technology had a higher expected payoff. Individual learners knew their realized payoffs after each choice, while social learners only knew the distribution of choices among individual learners. A subset of social learners behaved according to a classic model of conformity. The remaining social learners did not respond to frequency information. They were neither conformists nor nonconformists, but mavericks. Given this heterogeneity in learning strategies, a tendency to conform increased earnings dramatically.","2008","2025-05-27 15:54:15","2025-06-04 16:01:37","","56-64","","1","29","","","","","","","","","","","","","","","","","","","","","","Cultural transmission; Social learning; Conformity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H27XL6P2","journalArticle","2024","Premo, L S; Rezek, Zeljko","Modeling Cultural Transmission in Structured Populations Raises Important Questions for Archaeologists","Journal of Archaeological Method and Theory","","1573-7764","10.1007/s10816-024-09682-5","https://doi.org/10.1007/s10816-024-09682-5","Paleolithic archaeologists study regional variation among assemblages of stone tools in order to delineate cultural boundaries and reconstruct mechanisms of cultural transmission in the deep past. Structured population models are especially suited to aid in this endeavor, for they teach us how cultural evolutionary forces—copying error, intergroup transmission, drift, and selection imposed by functional constraints or biased cultural transmission—affect regional cultural variation. We use an agent-based model to address how copying error, intergroup transmission, and time-averaging affect the degree to which regional archaeological assemblages differ at a selectively neutral discrete trait passed from “experienced” to “naïve” individuals via one of four mechanisms of cultural transmission in a structured population of toolmakers. The results of our simulation experiment illustrate why researchers who use time-averaged archaeological data to identify past cultural boundaries or infer mechanisms of cultural transmission should be more mindful of the nature of the cultural trait(s) available for study. In light of our results, we discuss seven questions archaeologists ought to address before attempting to infer cultural boundaries or cultural transmission mechanisms from between-assemblage variation.","2024","2025-06-03 16:05:42","2025-06-04 16:01:05","","10","","1","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4E546ZV","journalArticle","2003","Henrich, Joseph; McElreath, Richard","The evolution of cultural evolution","Evolutionary Anthropology: Issues, News, and Reviews","","1060-1538","https://doi.org/10.1002/evan.10110","https://doi.org/10.1002/evan.10110","Abstract Humans are unique in their range of environments and in the nature and diversity of their behavioral adaptations. While a variety of local genetic adaptations exist within our species, it seems certain that the same basic genetic endowment produces arctic foraging, tropical horticulture, and desert pastoralism, a constellation that represents a greater range of subsistence behavior than the rest of the Primate Order combined. The behavioral adaptations that explain the immense success of our species are cultural in the sense that they are transmitted among individuals by social learning and have accumulated over generations. Understanding how and when such culturally evolved adaptations arise requires understanding of both the evolution of the psychological mechanisms that underlie human social learning and the evolutionary (population) dynamics of cultural systems.","2003-01-01","2025-06-04 16:00:18","2025-06-04 16:01:05","","123-135","","3","12","","","","","","","","","","","","","","","","","Publisher: John Wiley & Sons, Ltd","","","","","coevolution; social learning; culture and cognition; dual inheritance theory; human evolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GCKUDRX","journalArticle","2006","Henrich, Joseph","Understanding Cultural Evolutionary Models: A Reply to Read's Critique","American Antiquity","","0002-7316","DOI: 10.2307/40035890","https://www.cambridge.org/core/product/4D87B3B8A7752F2282AA4E181B9A9A28","This reply to Read's (2006) critique of my paper (Henrich 2004) is divided into three parts. Part I clarifies misinterpretations and mischaracterizations of both Dual Inheritance Theory in general and my model specifically. Part II addresses several problems in Read's empirical analyses of forager toolkits, and presents an alternative analysis. Part III tackles some common misunderstandings about the relationship between cost-benefit models (such as Read's) and cultural evolutionary modeling approaches, as well as highlighting some concerns with Read's efforts. In writing this, I have tried to introduce the reader to the issues in debate, but to fully understand this reply, one should read both my paper and Read’s critique.","2006","2025-06-04 16:00:18","2025-06-04 16:01:05","","771-782","","4","71","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYNDE54W","journalArticle","2011","Shennan, Stephen","Descent with modification and the archaeological record","Philosophical Transactions of the Royal Society B: Biological Sciences","","","10.1098/rstb.2010.0380","https://doi.org/10.1098/rstb.2010.0380","","2011-04-12","2025-06-04 16:00:18","2025-06-04 16:01:05","","1070-1079","","1567","366","","","","","","","","","","","","","","","","","Publisher: Royal Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QJIYA9U","journalArticle","2009","Mesoudi, Alex; Lycett, Stephen J","Random copying, frequency-dependent copying and culture change","Evolution and Human Behavior","","1090-5138","https://doi.org/10.1016/j.evolhumbehav.2008.07.005","https://www.sciencedirect.com/science/article/pii/S1090513808000810","Previous evolutionary analyses of human culture have found that a simple model of random copying, analogous to neutral genetic drift, can generate the distinct power-law frequency distribution of cultural traits that is typical of various real-world cultural datasets, such as first names, patent citations and prehistoric pottery types. Here, we use agent-based simulations to explore the effects of frequency-dependent copying (e.g., conformity and anti-conformity) on this power-law distribution. We find that when traits are actively selected on the basis of their frequency, then the power-law distribution is severely disrupted. Conformity generates a “winner-takes-all” distribution in which popular traits dominate, while anti-conformity generates a “humped” distribution in which traits of intermediate frequency are favoured. However, a more passive frequency-dependent “trimming”, in which traits are selectively ignored on the basis of their frequency, generates reasonable approximations to the power-law distribution. This frequency-dependent trimming may therefore be difficult to distinguish from genuine random copying using population-level data alone. Implications for the study of both human and nonhuman culture are discussed.","2009","2025-06-04 16:00:18","2025-06-04 16:01:05","","41-48","","1","30","","","","","","","","","","","","","","","","","","","","","","Cultural transmission; Cultural evolution; Conformity; Frequency-dependent copying; Neutral drift; Power law; Random copying","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCRU7X3U","journalArticle","1998","Henrich, Joe; Boyd, Robert","The Evolution of Conformist Transmission and the Emergence of Between-Group Differences","Evolution and Human Behavior","","1090-5138","https://doi.org/10.1016/S1090-5138(98)00018-X","https://www.sciencedirect.com/science/article/pii/S109051389800018X","Unlike other animal species, much of the variation among human groups is cultural: genetically similar people living in similar environments exhibit strikingly different patterns of behavior because they have different, culturally acquired beliefs and values. Such cultural transmission is based on complex, derived psychological mechanisms that are likely to have been shaped by natural selection. It is important to understand the nature of these evolved psychological mechanisms because they determine which beliefs and values spread and persist in human groups. Boyd and Richerson showed that a tendency to acquire the most common behavior exhibited in a society was adaptive in a simple model of evolution in a spatially varying environment, because such a tendency increases the probability of acquiring adaptive beliefs and values. Here, we study the evolution of such “conformist transmission” in a more general model in which environments vary in both time and space. The analysis of this model indicates that conformist transmission is favored under a very broad range of conditions, broader in fact than the range of conditions that favor a substantial reliance on social learning. The analysis also suggests that there is a synergistic relationship between the evolution of imitation and the evolution of conformism. We conclude by examining the role of conformism in explaining the maintenance of cultural differences among groups.","1998","2025-06-15 14:36:14","2025-06-15 14:36:25","","215-241","","4","19","","","","","","","","","","","","","","","","","","","","","","Culture; Evolution; Conformism; Conformist transmission; Cultural boundaries; Dual inheritance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8X6Q6IKV","journalArticle","2003","Jordan, Peter; Shennan, Stephen","Cultural transmission, language, and basketry traditions amongst the California Indians","Journal of Anthropological Archaeology","","0278-4165","https://doi.org/10.1016/S0278-4165(03)00004-7","https://www.sciencedirect.com/science/article/pii/S0278416503000047","Much recent debate has focussed on the relative significance of phylogenetic (branching) versus ethnogenetic (culture contact induced) processes of cultural transformation. In this paper we employ a long-term and regional framework to analyse the transmission of languages and craft traditions amongst Californian Indian groups. Initial results suggest that basketry assemblages exhibit a significant ethnogenetic signal, arising from the horizontal transmission of cultural attributes across sharply defined linguistic boundaries. These findings converge with those from other regions, where geographic propinquity rather than linguistic affinity has been shown to have a slightly greater—but not exclusive—influence on the composition of material culture assemblages. However, the results presented here also indicate that despite these broader similarities local basketry traditions remain relatively distinct, and therefore cannot be explained through ethnogenesis alone. It remains a possibility that differential rates of cumulative innovation in language and craft traditions may have been present, leading to the erosion of phylogenetic signals for shared descent and the rapid emergence of distinct local basketry traditions. These issues require further research at a sub-regional scale.","2003","2025-06-15 14:36:14","2025-06-15 14:36:25","","42-74","","1","22","","","","","","","","","","","","","","","","","","","","","","Cultural evolution; Basketry; California Indians; Ethnogenesis; Languages; Phylogenesis; Transmission","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUNDBA5Z","book","1983","Kimura, M","The neutral theory of molecular evolution","","","","","","","1983","2025-06-15 14:41:19","2025-06-15 14:42:09","","","","","","","","","","","","","Cambridge University Press","Cambridge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNR7JDP2","journalArticle","1968","Kimura, M","Evolutionary rate at the molecular level","Nature","","","","","","1968","2025-06-15 14:42:00","2025-06-15 14:42:09","","624-626","","5129","217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHFXFNH3","thesis","2014","Bortolini, Eugenio","An evolutionary and quantitative analysis of construction variation in prehistoric monumental burials of eastern Arabia","","","","","","","2014","2025-06-15 15:01:20","2025-06-15 15:01:42","","","","","","","","","","","","","UCL","London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WF9RMHDZ","journalArticle","2019","Barrett, Brendan J","Equifinality in empirical studies of cultural transmission","Behavioural Processes","","0376-6357","https://doi.org/10.1016/j.beproc.2018.01.011","https://www.sciencedirect.com/science/article/pii/S0376635717303716","Cultural systems exhibit equifinal behavior – a single final state may be arrived at via different mechanisms and/or from different initial states. Potential for equifinality exists in all empirical studies of cultural transmission including controlled experiments, observational field research, and computational simulations. Acknowledging and anticipating the existence of equifinality is important in empirical studies of social learning and cultural evolution; it helps us understand the limitations of analytical approaches and can improve our ability to predict the dynamics of cultural transmission. Here, I illustrate and discuss examples of equifinality in studies of social learning, and how certain experimental designs might be prone to it. I then review examples of equifinality discussed in the social learning literature, namely the use of s-shaped diffusion curves to discern individual from social learning and operational definitions and analytical approaches used in studies of conformist transmission. While equifinality exists to some extent in all studies of social learning, I make suggestions for how to address instances of it, with an emphasis on using data simulation and methodological verification alongside modern statistical approaches that emphasize prediction and model comparison. In cases where evaluated learning mechanisms are equifinal due to non-methodological factors, I suggest that this is not always a problem if it helps us predict cultural change. In some cases, equifinal learning mechanisms might offer insight into how both individual learning, social learning strategies and other endogenous social factors might by important in structuring cultural dynamics and within- and between-group heterogeneity.","2019","2025-06-15 16:49:13","2025-06-15 16:49:19","","129-138","","","161","","","","","","","","","","","","","","","","","","","","","","Cultural evolution; Social learning; Equifinality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XSVJS8F","journalArticle","2007","Claidière, Nicolas; Sperber, Dan","The role of attraction in cultural evolution","Journal of Cognition and Culture","","","https://doi.org/10.1163/156853707X171829","https://brill.com/view/journals/jocc/7/1-2/article-p89_4.xml","","2007","2025-06-28 14:54:01","2025-06-28 19:51:05","","89-111","","1-2","7","","","","","","","","","","English","","","","","","","Publisher: Brill Place: Leiden, The Netherlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y2HP4MQP","journalArticle","2002","Henrich, Joseph; Boyd, Robert","On Modeling Cognition and Culture: Why cultural evolution does not require replication of representations","Journal of Cognition and Culture","","","https://doi.org/10.1163/156853702320281836","https://brill.com/view/journals/jocc/2/2/article-p87_1.xml","","2002","2025-06-28 14:54:01","2025-06-28 19:51:05","","87-112","","2","2","","","","","","","","","","English","","","","","","","Publisher: Brill Place: Leiden, The Netherlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3IPZ7CZ","journalArticle","2001","Henrich, Joseph; Gil-White, Francisco J","The evolution of prestige: freely conferred deference as a mechanism for enhancing the benefits of cultural transmission","Evolution and Human Behavior","","1090-5138","https://doi.org/10.1016/S1090-5138(00)00071-4","https://www.sciencedirect.com/science/article/pii/S1090513800000714","This paper advances an “information goods” theory that explains prestige processes as an emergent product of psychological adaptations that evolved to improve the quality of information acquired via cultural transmission. Natural selection favored social learners who could evaluate potential models and copy the most successful among them. In order to improve the fidelity and comprehensiveness of such ranked-biased copying, social learners further evolved dispositions to sycophantically ingratiate themselves with their chosen models, so as to gain close proximity to, and prolonged interaction with, these models. Once common, these dispositions created, at the group level, distributions of deference that new entrants may adaptively exploit to decide who to begin copying. This generated a preference for models who seem generally “popular.” Building on social exchange theories, we argue that a wider range of phenomena associated with prestige processes can more plausibly be explained by this simple theory than by others, and we test its predictions with data from throughout the social sciences. In addition, we distinguish carefully between dominance (force or force threat) and prestige (freely conferred deference).","2001","2025-06-28 19:50:50","2025-06-28 19:51:05","","165-196","","3","22","","","","","","","","","","","","","","","","","","","","","","Cultural transmission; Social learning; Dual inheritance theory; Prestige; Prestige-biased transmission; Status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GT6DJC8V","book","2001","Lipo, Carl P","Science, Style and the Study of Community Structure: An Example from the Central Mississippi River Valley","","","","","","","2001","2025-06-29 11:04:52","2025-06-29 19:37:09","","","","","","","","","","","","","BAR International Series 918","Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSGU74PR","journalArticle","2015","Kandler, Anne; Shennan, Stephen","A generative inference framework for analysing patterns of cultural change in sparse population data with evidence for fashion trends in LBK culture","Journal of The Royal Society Interface","","","10.1098/rsif.2015.0905","https://doi.org/10.1098/rsif.2015.0905","","2015-12-06","2025-06-30 18:05:51","2025-07-04 14:24:24","","20150905","","113","12","","","","","","","","","","","","","","","","","Publisher: Royal Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832ESGBG","journalArticle","1990","O'Brien, Michael; Holland, Thomas D","Variation, Selection, and the Archaeological Record","Archaeological Method and Theory","","10431691","","http://www.jstor.org/stable/20170204","","1990","2025-07-04 09:40:44","2025-07-04 14:24:24","","31-79","","","2","","","","","","","","","","","","","","","","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T73VX6T9","journalArticle","2011","Premo, L S; Scholnick, Jonathan B","The Spatial Scale of Social Learning Affects Cultural Diversity","American Antiquity","","0002-7316","DOI: 10.7183/0002-7316.76.1.163","https://www.cambridge.org/core/product/FF21CAA6C4882357BD4743DCE88FF00B","Sewall Wright's (1943) concept of isolation by distance is as germane to cultural transmission as genetic transmission. Yet there has been little research on how the spatial scale of social learning—the geographic extent of cultural transmission—affects cultural diversity. Here, we employ agent-based simulation to study how the spatial scale of unbiased social learning affects selectively neutral cultural diversity over a range of population sizes and densities. We show that highly localized unbiased cultural transmission may be easily confused with a form of biased cultural transmission, especially in low-density populations. Our results have important implications for how archaeologists infer mechanisms of cultural transmission from diversity estimates that depart from the expectations of neutral theory.","2011","2025-07-04 14:24:10","2025-07-04 14:24:24","","163-176","","1","76","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M3Q7CUS8","bookSection","2010","Premo, L","Equifinality and explanation: the role of agent-based modeling in postpositivist archaeology","Simulating Change: Archaeology into the Twenty-First Century","","","","","","2010","2025-07-05 08:22:04","2025-07-05 08:22:11","","28-37","","","","","","","","","","","University of Utah Press","Salt Lake City","","","","","","","","","","","","","","Costopoulos, A; Lake, M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"892KSS5Q","bookSection","2010","O'Brien, Michael J; Shennan, Stephen J","Issues in Anthropological Studies of Innovation","Innovation in Cultural Systems: Contributions from Evolutionary Archaeology","","","","","","2010","2025-07-05 09:17:18","2025-07-05 09:17:28","","3-19","","","","","","","","","","","MIT Press","Cambridge, Massachusetts","","","","","","","","","","","","","","O'Brien, Michael J; Shennan, Stephen J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X96H4KXU","journalArticle","2016","Sindi, Suzanne S; Dale, Rick","Culturomics as a data playground for tests of selection: Mathematical approaches to detecting selection in word use","Journal of Theoretical Biology","","0022-5193","https://doi.org/10.1016/j.jtbi.2015.12.012","https://www.sciencedirect.com/science/article/pii/S0022519316000138","In biological evolution traits may rise and fall in frequency due to genetic drift, where variant frequencies change by chance, or by selection where advantageous variants will rise in frequency. The neutral model of evolution, first developed by Kimura in the 1960s, has become the standard against which selection is detected. While the balance between these two important forces – drift and selection – has been well established in biology there are other domains where the contribution of these processes is still coming together. Although the idea of natural selection has been applied to the cultural domain since the time of Darwin, it has proven more challenging to positively identify cultural traits under selection both because of a lack of established tests for selection and a lack of large cultural data sets. However, in recent years with the accumulation of large cultural data sets many cultural features from pre-history pottery to modern baby names have been shown to evolve according to the neutral theory. But there is accumulating empirical evidence from cultural processes suggesting that the neutral theory alone cannot account for all features of the data. As such, there has been a renewed interest in determining whether there is selection amidst drift. Here we analyze a subset English word frequencies, and determine whether frequency change reveals processes of selection. Inspired by the Moran and Wright–Fisher models in population genetics, we developed a neutral model of word frequency variation to assess when linguistic data appears to depart from neutral evolution. As such, our model represents a possible “test for selection” in the linguistic domain. We explore how the distribution of word use has changed for sets of words in English for more than 100 years (1901–2008) as expressed in vocabulary usage in published books, made available by Google Ngram. When comparing empirical word frequency changes to our neutral model we find pervasive and systematic departures from neutrality.","2016","2025-07-05 10:59:23","2025-07-05 10:59:35","","140-149","","","405","","","","","","","","","","","","","","","","","","","","","","Evolution; Selection; Drift; Causal state; Language; Word frequencies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6H6J4I5T","journalArticle","2007","Brantingham, P Jeffrey","A Unified Evolutionary Model of Archaeological Style and Function Based on the Price Equation","American Antiquity","","0002-7316","DOI: 10.2307/40035853","https://www.cambridge.org/core/product/71CE59FFDA1129F38DCC153C5C87AA19","The style-function dichotomy lies at the heart of the evolutionary archaeology research program. It also is the source of much disagreement about how we should conceive of the processes of culture change. Evolutionary archaeologists tend to view archaeological attributes as either functional, if they respond to selection, or stylistic, if they do not. Others tend to see style and function as operating simultaneously. A resolution to this problem is proposed through development of a formal mathematical model of style- and function-based evolution using a hypothetical example of temporal patterns of ceramic decoration within a community of household-based potters. Simple replicator equations are proposed to describe the household-scale dynamics of change in the relative frequency of ceramic decoration. These low-level dynamics can be distinguished on the basis of whether or not change is correlated with some measure of performance, utility, or payoff. The replicator equations are then used to derive several versions of the Price Equation (Price 1970), a very general and powerful statement about total evolutionary change in any system. At this scale of analysis, total change is similarly partitioned into payoff-correlated (functional) and payoff-independent (stylistic) contributions and it is shown that these processes are likely to operate simultaneously. Tests of the model against simulated data show that it is possible to estimate with considerable accuracy the strength of functional and stylistic contributions to culture change under ideal conditions of site preservation. Further theoretical work is needed, however, to understand how diverse site formation and disturbance processes might impact application of the model in real archaeological settings.","2007","2025-07-05 11:36:12","2025-07-05 11:36:21","","395-416","","3","72","","","","","","","","","","","","","","","","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
